timestamp,symbol,side,price,size,reason
2024-05-17T09:00:00+00:00,ETH-USD,sell,3030.50146484375,0.4146046712504637,level_1_reversion
2024-06-02T18:00:00+00:00,ETH-USD,buy,3767.496826171875,0.33061452623745363,level_2_entry
2024-06-03T02:00:00+00:00,ETH-USD,sell,3806.50634765625,1.1102230246251565e-16,level_1_reversion
2024-06-03T04:00:00+00:00,ETH-USD,sell,3816.2509765625,0.3306145262374535,level_2_reversion
2024-06-03T14:00:00+00:00,ETH-USD,buy,3765.834228515625,0.33127412472897944,level_1_entry
2024-06-04T00:00:00+00:00,ETH-USD,buy,3758.8642578125,0.3318146854652586,level_3_entry
2024-06-04T15:00:00+00:00,ETH-USD,sell,3810.060791015625,0.33127412472897944,level_1_reversion
2024-06-05T00:00:00+00:00,ETH-USD,sell,3821.534912109375,1.1102230246251565e-16,level_2_reversion
2024-06-05T17:00:00+00:00,ETH-USD,sell,3838.767333984375,0.3318146854652585,level_3_reversion
2024-06-06T19:00:00+00:00,ETH-USD,buy,3789.343994140625,0.33052241639897467,level_1_entry
2024-06-07T11:00:00+00:00,ETH-USD,sell,3831.64599609375,0.33052241639897467,level_1_reversion
2024-06-07T15:00:00+00:00,ETH-USD,buy,3798.13720703125,0.3301989571037816,level_1_entry
2024-06-07T16:00:00+00:00,ETH-USD,buy,3779.927490234375,0.3315987961138409,level_2_entry
2024-06-20T05:00:00+00:00,ETH-USD,sell,3581.90380859375,0.3301989571037816,level_1_reversion
2024-06-20T07:00:00+00:00,ETH-USD,sell,3604.474609375,1.1102230246251565e-16,level_3_reversion
2024-06-20T10:00:00+00:00,ETH-USD,sell,3598.89208984375,0.33159879611384074,level_2_reversion
2024-06-20T13:00:00+00:00,ETH-USD,buy,3531.0791015625,0.35070559720210753,level_1_entry
2024-06-20T15:00:00+00:00,ETH-USD,buy,3506.667236328125,0.3528540794888463,level_3_entry
2024-06-28T01:00:00+00:00,ETH-USD,sell,3482.847412109375,0.35070559720210753,level_1_reversion
2024-06-28T02:00:00+00:00,ETH-USD,buy,3449.26904296875,0.3577305778394835,level_1_entry
